original_text,summary
the original mac ii had an apple mmu chip installed which performs a subset of the 68851 s functions if you look underneath your front left floppy bay you will find three chips all approximately the same size one will be the 68020 the next the 68881 and the third approximately the same size will be the apple chip it is easy to spot because it has a hump in the middle of it example that and the apple logo should make it easy to find,the original mac ii had an apple mmu chip installed which performs a subset of the 68851 s functions if you look underneath your front left floppy bay you will find three chips all approximately the same size one will be the 68020 the next the 68881 and the third approximately the same size will be the apple chip it is easy to spot because it has a hump in the middle of it example that and the apple logo should make it easy to find
does anybody out there have or used to have an hd controller from perstor system inc which is out of business i believe my friend received an old pc which happens to have such a controller and i am having a hard time trying to add another hd to the card i believe the controller is supposed to control mfm drives as rll drives here the model info on the card but any other similar model will probably do perstor system inc model ps 180 16fn rev 2 2 ecn 9 21 i would appreciate your reply directly to my e mail address below thanks ray rngai oracle com,does anybody out there have or used to have an hd controller from perstor system inc which is out of business i believe my friend received an old pc which happens to have such a controller and i am having a hard time trying to add another hd to the card i believe the controller is supposed to control mfm drives as rll drives here the model info on the card but any other similar model will probably do perstor system inc model ps 180 16fn rev 2 2 ecn 9 21 i would appreciate your reply directly to my e mail address below thanks ray rngai oracle com
i ve borrowed the 1992 93 version of this book from a friend holy moley what a wealth of contacts five hundred pages of information about electronic artists and organizations around the globe many have email addresses an up to the minute database of this information is also available on minitel the book s based in france are there any internet minitel gates the book is printed in french and english to have you or your organization listed in idea just send your information to annick bureaud idea 57 rue falguiere 75015 paris france it s free to be listed in it i m not sure how widely distributed the book is or how much it costs i m not affiliated with them in any way i was just impressed by their collection of organizations and artists i highly encourage all involved in electronic media video music graphics animation etc to send in your entry and encourage them to make their database available on internet e,i ve borrowed the 1992 93 version of this book from a friend holy moley what a wealth of contacts five hundred pages of information about electronic artists and organizations around the globe many have email addresses an up to the minute database of this information is also available on minitel the book s based in france are there any internet minitel gates the book is printed in french and english to have you or your organization listed in idea just send your information to annick bureaud idea 57 rue falguiere 75015 paris france it s free to be listed in it i m not sure how widely distributed the book is or how much it costs i m not affiliated with them in any way i was just impressed by their collection of organizations and artists i highly encourage all involved in electronic media video music graphics animation etc to send in your entry and encourage them to make their database available on internet e
i have a few questions that i would like answers to or opinions on since i m thinking about buying a lc iii q1 when the powerpc based macs are announced what will happen to the 680x0 based macs q2 is system 7 the last word for 680x0 based macs will we ever get real multi tasking for the mac q3 will there be a way for nubus pds equipped macs to add a powerpc on a board to their systems i d hate to think that i m going to put my down on a machine that in 6 months is now part of a dead end product line thanks in advance,i have a few questions that i would like answers to or opinions on since i m thinking about buying a lc iii q1 when the powerpc based macs are announced what will happen to the 680x0 based macs q2 is system 7 the last word for 680x0 based macs will we ever get real multi tasking for the mac q3 will there be a way for nubus pds equipped macs to add a powerpc on a board to their systems i d hate to think that i m going to put my down on a machine that in 6 months is now part of a dead end product line thanks in advance
i have many questions for all you experts out there pertaining to apple s built in video 1 do all macs that have built in video have the ability to use vga monitors 2 if so if not which macs have this capability 3 can they drive svga as well 4 how big of a vga monitor can they drive 5 how can you tell if an unlabeled monitor is vga by the pinouts if so what should it look like particularly i m interested in knowing if the si or ci drive vga as well as the lc s capabilities in driving vga svga,i have many questions for all you experts out there pertaining to apple s built in video 1 do all macs that have built in video have the ability to use vga monitors 2 if so if not which macs have this capability 3 can they drive svga as well 4 how big of a vga monitor can they drive 5 how can you tell if an unlabeled monitor is vga by the pinouts if so what should it look like particularly i m interested in knowing if the si or ci drive vga as well as the lc s capabilities in driving vga svga
peter does anyone have any other suggestions where the 42 came from peter yep here s a theory that i once heard bandied around rather than thinking peter of the number think of the sound for tea two a sort of anagram on tea for two peter two for tea for tea two un other suggestion is there is no tea above it just and for two many things are possible think binary y n l r t f no wonder there was eve for adam peter malek malek,peter does anyone have any other suggestions where the 42 came from peter yep here s a theory that i once heard bandied around rather than thinking peter of the number think of the sound for tea two a sort of anagram on tea for two peter two for tea for tea two un other suggestion is there is no tea above it just and for two many things are possible think binary y n l r t f no wonder there was eve for adam peter malek malek
i have a st138 rll hard drive and i have just got another 32m hard drive the controller in my machine is a wd 1002 27x can a kind soul please mail me or tell me how to get jumper settings for that board i really appreciate this thanks in advance jerry,i have a st138 rll hard drive and i have just got another 32m hard drive the controller in my machine is a wd 1002 27x can a kind soul please mail me or tell me how to get jumper settings for that board i really appreciate this thanks in advance jerry
1 is it possible to change the icons in the program groups i d like to give them some individuality 2 can you set up a short cut key to return to the program manager i know ctl esc esc will do it but i d rather set it up so i can avoid the task list and get back to the p m with alt f1 any and all help is welcomed,1 is it possible to change the icons in the program groups i d like to give them some individuality 2 can you set up a short cut key to return to the program manager i know ctl esc esc will do it but i d rather set it up so i can avoid the task list and get back to the p m with alt f1 any and all help is welcomed
hi any body has experience with the ultrastor ultrascsi driver package i also need the phone number for ultrastor it s not in the book and i cannot find them in the company listing in computer shopper thanks in advance tony kwong 908 699 4130,hi any body has experience with the ultrastor ultrascsi driver package i also need the phone number for ultrastor it s not in the book and i cannot find them in the company listing in computer shopper thanks in advance tony kwong 908 699 4130
all you have to do is buy a macromedia macrecorder this plugs into your seril port and acts as a microphone north star computers should be able to order you one liam morland ad358 freenet carleton ca,all you have to do is buy a macromedia macrecorder this plugs into your seril port and acts as a microphone north star computers should be able to order you one liam morland ad358 freenet carleton ca
it s made by surprise national instruments 6504 bridge point parkway austin tx 78730 5039 800 433 3488 anonymouse ftp at ftp natinst com their 1991 catalog lists the nb 8g as follows fetch and deposit dma controller 8 channels ieee 488 interface with data rates up to 850 kb sec with dma and programmed i o transfers 8 16 bit counter timer channels rtsi bus that s the connector on the top of the board it links it with other national instrument boards list price of 1295,it s made by surprise national instruments 6504 bridge point parkway austin tx 78730 5039 800 433 3488 anonymouse ftp at ftp natinst com their 1991 catalog lists the nb 8g as follows fetch and deposit dma controller 8 channels ieee 488 interface with data rates up to 850 kb sec with dma and programmed i o transfers 8 16 bit counter timer channels rtsi bus that s the connector on the top of the board it links it with other national instrument boards list price of 1295
winzip 4 0 ftp cica indiana edu pub pc win3 util it is a shell it does call dos but a very very good one it will also do arc arj and lzh it fully supports pkzip 2 04 try using it it might be a shell very unobtrusive but that also means you dont need to update it with every every other letter of the alphabet version of pkzip hope it helps,winzip 4 0 ftp cica indiana edu pub pc win3 util it is a shell it does call dos but a very very good one it will also do arc arj and lzh it fully supports pkzip 2 04 try using it it might be a shell very unobtrusive but that also means you dont need to update it with every every other letter of the alphabet version of pkzip hope it helps
what hardware do plan to run on workstation or pc cost level run time licensing needs bob,what hardware do plan to run on workstation or pc cost level run time licensing needs bob
apparently microsoft came out with a new product ms braille it is suppose to be wytiwig no offense,apparently microsoft came out with a new product ms braille it is suppose to be wytiwig no offense
no not really it may be that your winfile ini has gotten corrupted for some unknown reason have you tried re creating it by either 1 exiting filemanager with the save setting option on when the status bar is visible or 2 double clicking on the control menu the one with minimize and maximize in in when everything looks proper if you have and it still doesn t work you may want to delete your winfile ini and try one of these two saving procedures again to totally recreate the file from scratch good luck mark waschkowski,no not really it may be that your winfile ini has gotten corrupted for some unknown reason have you tried re creating it by either 1 exiting filemanager with the save setting option on when the status bar is visible or 2 double clicking on the control menu the one with minimize and maximize in in when everything looks proper if you have and it still doesn t work you may want to delete your winfile ini and try one of these two saving procedures again to totally recreate the file from scratch good luck mark waschkowski
i haven t been following this thread so appologies if this has already been mentioned but how about comp graphics 3d,i haven t been following this thread so appologies if this has already been mentioned but how about comp graphics 3d
i need to buy a scsi controler for my 486 machine to use with a quantum 425f harddrive i know that adaptec is good but they are kind of expensive essentially i want a controller in the 100 150 range that i can use with this drive i plan to use windows and later on os 2 1 when it comes out any reccomendations appreciated eric,i need to buy a scsi controler for my 486 machine to use with a quantum 425f harddrive i know that adaptec is good but they are kind of expensive essentially i want a controller in the 100 150 range that i can use with this drive i plan to use windows and later on os 2 1 when it comes out any reccomendations appreciated eric
i have done several of these upgrades about 6 iisi s and 1 quadra 700 and the best thing to use would be some sort of heat sink compound if possible you should look for the silicon free stuff there s a comany who makes the stuff called tech spray their address is p o box 949 amarillo tx 79105 you should be wary in using most kinds of tape and definately don t use duct tape that stuff is for ducts when using the heat sink glue or compound only use enough to fill the small space between the heat sink and the cpu mario murphy,i have done several of these upgrades about 6 iisi s and 1 quadra 700 and the best thing to use would be some sort of heat sink compound if possible you should look for the silicon free stuff there s a comany who makes the stuff called tech spray their address is p o box 949 amarillo tx 79105 you should be wary in using most kinds of tape and definately don t use duct tape that stuff is for ducts when using the heat sink glue or compound only use enough to fill the small space between the heat sink and the cpu mario murphy
i m looking for some recommendations for screen capture programs a couple of issues ago pc mag listed as editor s choices both conversion artist and hijaak for windows anyone have any experience with those or some others i m trying to get an alpha manual in the next few days and i m not making much progress with the screen shots i m currently using dodot and i m about to burn it and the disks it rode it on it s got a lot of freaky bugs and oversights that are driving me crazy tonight it decided that for any graphic it writes out as a tiff file that s under a certain arbitrary size it will swap the left and right sides of the picture usually it confines itself to not copying things to the clipboard so i have to save and load pix for editing in paintbrush or crashing every hour or so the one nice thing it has though is it s dither option you d think that this would turn colors into dots which it does if you go from say 256 colors to 16 colors but if you go from 256 or 16 colors to b w you can set a threshold level for which colors turn to black and which turn to white for me this is useful because i can turn light grays on buttons to white and the dark grays to black and thereby preserve the 3d effect on buttons and other parts of the window if you understood my description can you tell me if another less buggy program can do this as well much thanks for any help signature david delgreco what lies behind us and what lies technically a writer before us are tiny matters compared delgreco rahul net to what lies within us oliver wendell holmes,i m looking for some recommendations for screen capture programs a couple of issues ago pc mag listed as editor s choices both conversion artist and hijaak for windows anyone have any experience with those or some others i m trying to get an alpha manual in the next few days and i m not making much progress with the screen shots i m currently using dodot and i m about to burn it and the disks it rode it on it s got a lot of freaky bugs and oversights that are driving me crazy tonight it decided that for any graphic it writes out as a tiff file that s under a certain arbitrary size it will swap the left and right sides of the picture usually it confines itself to not copying things to the clipboard so i have to save and load pix for editing in paintbrush or crashing every hour or so the one nice thing it has though is it s dither option you d think that this would turn colors into dots which it does if you go from say 256 colors to 16 colors but if you go from 256 or 16 colors to b w you can set a threshold level for which colors turn to black and which turn to white for me this is useful because i can turn light grays on buttons to white and the dark grays to black and thereby preserve the 3d effect on buttons and other parts of the window if you understood my description can you tell me if another less buggy program can do this as well much thanks for any help signature david delgreco what lies behind us and what lies technically a writer before us are tiny matters compared delgreco rahul net to what lies within us oliver wendell holmes
host swdsrv edvz univie ac at location pc dos graphics file rw r r 21525 mar 7 18 00 uvesa31 zip host plaza aarnet edu au location micros pc garbo pc screen file r r r 21795 apr 4 00 00 uvesa31 zip location micros pc oak graphics file r r r 21525 mar 7 19 00 uvesa31 zip host godzilla cgl rmit oz au location kjb mgl file rw r r 22887 mar 29 15 03 uvesa32 zip host nic switch ch location mirror msdos graphics file rw rw r 21525 mar 7 20 00 uvesa31 zip location software pc simtel20 graphics file rw rw r 21525 mar 7 20 00 uvesa31 zip host ipc1 rvs uni hannover de location pub msdos koeln graphics egavga file rw r r 21525 apr 4 17 08 uvesa31 zip host sun0 urz uni heidelberg de location pub msdos simtel graphics file rw rw r 21525 mar 7 19 00 uvesa31 zip host athene uni paderborn de location pcsoft msdos graphics file rw r r 21525 mar 7 18 00 uvesa31 zip host compute1 cc ncsu edu location mirrors wustl mirrors msdos graphics file rw r r 21525 mar 7 19 00 uvesa31 zip host rigel acs oakland edu location pub msdos graphics file rw r r 21525 mar 7 19 00 uvesa31 zip host pc usl edu location pub msdos video and graphics file rw r r 21525 mar 11 10 41 uvesa31 zip host isfs kuis kyoto u ac jp location mirrors simtel20 msdos graphics file rw rw r 11425 mar 13 16 41 uvesa10 zip file rw rw r 21525 mar 8 12 00 uvesa31 zip host ftp uu net location systems ibmpc msdos simtel20 graphics file rw rw r 21525 mar 7 14 00 uvesa31 zip,host swdsrv edvz univie ac at location pc dos graphics file rw r r 21525 mar 7 18 00 uvesa31 zip host plaza aarnet edu au location micros pc garbo pc screen file r r r 21795 apr 4 00 00 uvesa31 zip location micros pc oak graphics file r r r 21525 mar 7 19 00 uvesa31 zip host godzilla cgl rmit oz au location kjb mgl file rw r r 22887 mar 29 15 03 uvesa32 zip host nic switch ch location mirror msdos graphics file rw rw r 21525 mar 7 20 00 uvesa31 zip location software pc simtel20 graphics file rw rw r 21525 mar 7 20 00 uvesa31 zip host ipc1 rvs uni hannover de location pub msdos koeln graphics egavga file rw r r 21525 apr 4 17 08 uvesa31 zip host sun0 urz uni heidelberg de location pub msdos simtel graphics file rw rw r 21525 mar 7 19 00 uvesa31 zip host athene uni paderborn de location pcsoft msdos graphics file rw r r 21525 mar 7 18 00 uvesa31 zip host compute1 cc ncsu edu location mirrors wustl mirrors msdos graphics file rw r r 21525 mar 7 19 00 uvesa31 zip host rigel acs oakland edu location pub msdos graphics file rw r r 21525 mar 7 19 00 uvesa31 zip host pc usl edu location pub msdos video and graphics file rw r r 21525 mar 11 10 41 uvesa31 zip host isfs kuis kyoto u ac jp location mirrors simtel20 msdos graphics file rw rw r 11425 mar 13 16 41 uvesa10 zip file rw rw r 21525 mar 8 12 00 uvesa31 zip host ftp uu net location systems ibmpc msdos simtel20 graphics file rw rw r 21525 mar 7 14 00 uvesa31 zip
i am looking for a printer utility which stay in window 3 1 as an icon and let you drag a file to it to issue the printing,i am looking for a printer utility which stay in window 3 1 as an icon and let you drag a file to it to issue the printing
nope the apple 16 monitor does not support multiple resolutions it is not a multi synching monitor,nope the apple 16 monitor does not support multiple resolutions it is not a multi synching monitor
i can t imagine why someone would leave their computer on all of the time to start with its like leaving your lights tv radio and everything in the house on all of the time to me nuts,i can t imagine why someone would leave their computer on all of the time to start with its like leaving your lights tv radio and everything in the house on all of the time to me nuts
good but where are these drivers anybody at actix listening upload the dang drivers to an ftp site pleeeeeeese cheers kym kym a burgemeister department of mechanical engineering university of adelaide south australia ph 61 8 228 4713 5005 facs 61 8 224 0464,good but where are these drivers anybody at actix listening upload the dang drivers to an ftp site pleeeeeeese cheers kym kym a burgemeister department of mechanical engineering university of adelaide south australia ph 61 8 228 4713 5005 facs 61 8 224 0464
hi can anybody give me book or reference title to give me a start at fractal image compression technique helps will be appreciated thanx,hi can anybody give me book or reference title to give me a start at fractal image compression technique helps will be appreciated thanx
i have a dfi handy scanner model hs 3000plus and a little bit of software running under dos to use it i d like to make more extensive use of this device in particular write a driver for it on unix so can anyone give me a description of how to talk to this device it connects to the system via it s own interface card any info would help it can t be too difficult to talk to,i have a dfi handy scanner model hs 3000plus and a little bit of software running under dos to use it i d like to make more extensive use of this device in particular write a driver for it on unix so can anyone give me a description of how to talk to this device it connects to the system via it s own interface card any info would help it can t be too difficult to talk to
the subject says what i would like to do here are the details i have a 512ke with the macrescue upgrade board that makes it the equivalent of a plus system 7 and macenvy both identify it as such the macrescue board clips onto the 68000 on the mb it also has a 68000 itself periodically i have to remove the clip not an entirely easy thing to do and clean the legs of the 68000 larry pina s book asserts that this is occasionally a problem with snap on upgrades the 68000 s legs will oxidize causing unusual system errors well that s me so i would like to do something permanent and i think it would be fairly easy to put a socket in where the 68000 currently is and modify the macrescue board to plug in what i m not 100 sure of is whether it will work it seems to me that the two 68000s aren t acting independently so removing one shouldn t have any effect on the performance of my mac i m about 97 sure will someone provide the extra 3,the subject says what i would like to do here are the details i have a 512ke with the macrescue upgrade board that makes it the equivalent of a plus system 7 and macenvy both identify it as such the macrescue board clips onto the 68000 on the mb it also has a 68000 itself periodically i have to remove the clip not an entirely easy thing to do and clean the legs of the 68000 larry pina s book asserts that this is occasionally a problem with snap on upgrades the 68000 s legs will oxidize causing unusual system errors well that s me so i would like to do something permanent and i think it would be fairly easy to put a socket in where the 68000 currently is and modify the macrescue board to plug in what i m not 100 sure of is whether it will work it seems to me that the two 68000s aren t acting independently so removing one shouldn t have any effect on the performance of my mac i m about 97 sure will someone provide the extra 3
hi netters i am looking for source code that can reads the ascii file or bitmap file and produced the thinned image for example to preprocess the character image i want to apply thinning algorithm,hi netters i am looking for source code that can reads the ascii file or bitmap file and produced the thinned image for example to preprocess the character image i want to apply thinning algorithm
if french is your language try counting in french in stead maybe it will work better,if french is your language try counting in french in stead maybe it will work better
please do not do this i don t know how the rest of you read news but here s how i do it i subscribe to an outernet system which allows me to dial up via modem and download e mail and news articles automatically when someone posts a huge attached binary file i have no choice but to receive it along with all the other new articles in the groups i subscribe to i also pay for the connect time which is normally not a problem because i have a 14 4k modem and each day s upload download session takes only 5 minutes or so today s session however lasted about 25 minutes because of roman bmp consequently it cost me about 3 00 extra just to receive a file that i didn t want in the first place if you have cool bitmaps that you want to make available there are other ways to do it either upload the file to an ftp site like ftp cica indiana edu which has a complete windows section and tell people how to get to it or use one of the newsgroups like alt binaries pictures or something like that which are file archives rather than discussion groups don t use discussion groups like this one to send out attached files especially when they re 600k in size,please do not do this i don t know how the rest of you read news but here s how i do it i subscribe to an outernet system which allows me to dial up via modem and download e mail and news articles automatically when someone posts a huge attached binary file i have no choice but to receive it along with all the other new articles in the groups i subscribe to i also pay for the connect time which is normally not a problem because i have a 14 4k modem and each day s upload download session takes only 5 minutes or so today s session however lasted about 25 minutes because of roman bmp consequently it cost me about 3 00 extra just to receive a file that i didn t want in the first place if you have cool bitmaps that you want to make available there are other ways to do it either upload the file to an ftp site like ftp cica indiana edu which has a complete windows section and tell people how to get to it or use one of the newsgroups like alt binaries pictures or something like that which are file archives rather than discussion groups don t use discussion groups like this one to send out attached files especially when they re 600k in size
how many nubus slots do you have applied engineering has something called the quadralink which is a card with 4 serial ports that you get at through the comms toolbox in addition to the built in ones it also comes with software for fooling applications to open an ae port when they think they open a built in port they also have a more expensive card with dma better performance and i think they or someone else have a card that handles 8 ports simultaneously as i said with nubus you re green learn how to use the comms resource manager to get at the various installed cards cheers h,how many nubus slots do you have applied engineering has something called the quadralink which is a card with 4 serial ports that you get at through the comms toolbox in addition to the built in ones it also comes with software for fooling applications to open an ae port when they think they open a built in port they also have a more expensive card with dma better performance and i think they or someone else have a card that handles 8 ports simultaneously as i said with nubus you re green learn how to use the comms resource manager to get at the various installed cards cheers h
hi i m looking for a program which is able to display 24 bits images we are using a sun sparc equipped with parallax graphics board running x11,hi i m looking for a program which is able to display 24 bits images we are using a sun sparc equipped with parallax graphics board running x11
you need to add two 256k vram simms 512k vram simms will not work in any of the quadra or centris machines there is already 512k of vram soldered to the logic board you add the two 256k simms to this to give you a total of 1 mb,you need to add two 256k vram simms 512k vram simms will not work in any of the quadra or centris machines there is already 512k of vram soldered to the logic board you add the two 256k simms to this to give you a total of 1 mb
hi i ve got a victor pc xt with a 20 mb harddisk in it the controller is a toshiba mfm controller with an additional 9 pins connector there are 2 busses from my harddisk to this controller one with 9 wires and another with 34 wires the controller has two connectors for a 9 wire bus and one for a 34 wire bus now i got a 20 mb harddisk from a friend of mine and i wondered whether i can connect this second harddisk to the same controller there is room for a 9 wire bus but not for the 34 wire bus how can i solve my problem any suggestions if you need more info mail me please luttik fwi uva nl,hi i ve got a victor pc xt with a 20 mb harddisk in it the controller is a toshiba mfm controller with an additional 9 pins connector there are 2 busses from my harddisk to this controller one with 9 wires and another with 34 wires the controller has two connectors for a 9 wire bus and one for a 34 wire bus now i got a 20 mb harddisk from a friend of mine and i wondered whether i can connect this second harddisk to the same controller there is room for a 9 wire bus but not for the 34 wire bus how can i solve my problem any suggestions if you need more info mail me please luttik fwi uva nl
common complaints about ms windows deleted hmmmm why do i get the feeling that this is gonna start one of those endless threads mac vs win and might even end up as os 2 vs win well i dont know if windows is a mature os if i have seen one in which case that has to be x windows but dont be so quick to judge first of all to try to use plain vanilla windows is as courageous as to try to use plain vanilla dos there are lots of very nice commercial and shareware packages utilities that will boost up windows past what ms itself thought possible for example norton desktop for windows 2 0 a replace ment for progman will give you group within a group capability and will even change group icons it will launch progs by association well fileman does that too or by dragging the file in the apps icon now mac doesnt do that huh and the list goes on and on now windows is kinda hard to finetune boost and configure but thats trhe price to pay for not paying to get a mac or an os 2 capable machine an entirely differet story on the other hand if you dont like the idea of pm s icons not correspnding to the files themselves well they are not supposed to pm is a program launching utility not a file manager modify your settings to have fm as your shell and not pm or get a couple of utilities from cica that supposedly give you a mac feel i dont wanna get in the discussion which is a better system mac s are good in their own way they are different not better or worse than win pcs actually i am writing this from a mac lab as a user assistant so dont think i am partial to win by all means check out the stuff in cica ftp to ftp cica indiana edu under the pub pc win3 subdir user anonymous or wait for startrek mac s os on a pc the threads we are gonna have then just trying to avoid another mac win war,common complaints about ms windows deleted hmmmm why do i get the feeling that this is gonna start one of those endless threads mac vs win and might even end up as os 2 vs win well i dont know if windows is a mature os if i have seen one in which case that has to be x windows but dont be so quick to judge first of all to try to use plain vanilla windows is as courageous as to try to use plain vanilla dos there are lots of very nice commercial and shareware packages utilities that will boost up windows past what ms itself thought possible for example norton desktop for windows 2 0 a replace ment for progman will give you group within a group capability and will even change group icons it will launch progs by association well fileman does that too or by dragging the file in the apps icon now mac doesnt do that huh and the list goes on and on now windows is kinda hard to finetune boost and configure but thats trhe price to pay for not paying to get a mac or an os 2 capable machine an entirely differet story on the other hand if you dont like the idea of pm s icons not correspnding to the files themselves well they are not supposed to pm is a program launching utility not a file manager modify your settings to have fm as your shell and not pm or get a couple of utilities from cica that supposedly give you a mac feel i dont wanna get in the discussion which is a better system mac s are good in their own way they are different not better or worse than win pcs actually i am writing this from a mac lab as a user assistant so dont think i am partial to win by all means check out the stuff in cica ftp to ftp cica indiana edu under the pub pc win3 subdir user anonymous or wait for startrek mac s os on a pc the threads we are gonna have then just trying to avoid another mac win war
there is a benchmark program called comptest said cyrix cpus have a bug so they cannot run the program also may be nextstep 486 regards,there is a benchmark program called comptest said cyrix cpus have a bug so they cannot run the program also may be nextstep 486 regards
hi netters i m building a cad package and need a 3d graphics library that can handle some rudimentry tasks such as hidden line removal shading animation etc can you please offer some recommendations i ll also need contact info name address email if you can find it thanks please post your responses in case others have same need,hi netters i m building a cad package and need a 3d graphics library that can handle some rudimentry tasks such as hidden line removal shading animation etc can you please offer some recommendations i ll also need contact info name address email if you can find it thanks please post your responses in case others have same need
many high end graphics cards come with c source code for doing basic graphics sorts of things change colors draw points lines polygons fills etc does such a library exist for generic vga graphics cards chips hopefully in the public domain this would be for the purpose of compiling under a non dos operating system running on a standard pc check the server code for x11r5 or xfree86,many high end graphics cards come with c source code for doing basic graphics sorts of things change colors draw points lines polygons fills etc does such a library exist for generic vga graphics cards chips hopefully in the public domain this would be for the purpose of compiling under a non dos operating system running on a standard pc check the server code for x11r5 or xfree86
the quadra 700 goes thru extensive initalize routines of its hardware read s pram obtains all info from last session including the volume setting and then executes the sound procedure for the startup sound and wait s on the scsi controller to respond to the boot up code if the dram produces an error or a registers cannot be read from a device or the device corrupts that address data or control paths then if it is possible the firmware branchs to another sound routine that produces the sad mac sound this is a general breifing of the start up procedure of a typical mac if you cannot control the volume of the quadra even at boot up then i feel there is something incorrect with the logic board my quadra 700 does not show the problems you are having,the quadra 700 goes thru extensive initalize routines of its hardware read s pram obtains all info from last session including the volume setting and then executes the sound procedure for the startup sound and wait s on the scsi controller to respond to the boot up code if the dram produces an error or a registers cannot be read from a device or the device corrupts that address data or control paths then if it is possible the firmware branchs to another sound routine that produces the sad mac sound this is a general breifing of the start up procedure of a typical mac if you cannot control the volume of the quadra even at boot up then i feel there is something incorrect with the logic board my quadra 700 does not show the problems you are having
i m looking for a complete hw sw solution i need an isa vlb scsi controller e g ultrastor 34f plus a tape drive 500mb or less like archive plus a windows program that will work on these my intended system will have 32mb ram so plain isa controllers will no longer do but i also hear that the scsi world is not very organized so does anybody have a tape backup setup like what i m looking for please describe it thanks e mail please,i m looking for a complete hw sw solution i need an isa vlb scsi controller e g ultrastor 34f plus a tape drive 500mb or less like archive plus a windows program that will work on these my intended system will have 32mb ram so plain isa controllers will no longer do but i also hear that the scsi world is not very organized so does anybody have a tape backup setup like what i m looking for please describe it thanks e mail please
i have posted a dos mpeg decoder player to alt binaries pictures utilities here is a short description and some technical information taken from the accompanying documentation dmpeg v1 0 public domain mpeg decoder by stefan eckart 0 features dmpeg dmplay is another mpeg decoder player for the pc decodes nearly the full mpeg video standard i p b frames frame size up to at least 352x240 supported saves decoded sequence in 8 or 24bit raw file for later display optional on screen display during decoding requires vga several dithering options ordered dither floyd steinberg grayscale color space selection runs under dos 640kb ram no ms windows required very compact small code small data models 16 bit arithmetic real time display of the raw file by a separate player for vga and many super vgas 4 technical information the player is a rather straightforward implementation of the mpeg spec 1 the idct is based on the chen wang 13 multiplication algorithm 2 not quite the optimum i know blocks with not more than eight non zero coefficients use a non separated direct multiply accumulate 2d idct sounds great doesn t it which turned out to be faster than a fast algorithm in this quite common case dithering is pretty standard main difference to the berkeley decoder except for the fewer number of supported algorithms is the use of 256 instead of 128 colors the default option to use a restricted color space and the implementation of a color saturation dominant ordered dither this leads to a significantly superior quality of the dithered image i claim judge yourself restricted color space means that the u and v components are clipped to 0 25 instead of 0 5 and the display color space points are distributed over this restricted space since the distance between color space points is thus reduced by a factor of two the color resolution is doubled at the expense of not being able to represent fully saturated colors saturation dominant ordered dither is a method by which a color lying somewhere between the points of the display color space is approximated by primarily alternating between two points of constant hue instead of constant saturation this yields subjectivly better quality due to the lower sensitivity of the human viewing system to saturation changes than to hue changes the same reasoning as used by the pal tv standard to improve on ntsc the improvement is particularly visible in dark brown or redish areas,i have posted a dos mpeg decoder player to alt binaries pictures utilities here is a short description and some technical information taken from the accompanying documentation dmpeg v1 0 public domain mpeg decoder by stefan eckart 0 features dmpeg dmplay is another mpeg decoder player for the pc decodes nearly the full mpeg video standard i p b frames frame size up to at least 352x240 supported saves decoded sequence in 8 or 24bit raw file for later display optional on screen display during decoding requires vga several dithering options ordered dither floyd steinberg grayscale color space selection runs under dos 640kb ram no ms windows required very compact small code small data models 16 bit arithmetic real time display of the raw file by a separate player for vga and many super vgas 4 technical information the player is a rather straightforward implementation of the mpeg spec 1 the idct is based on the chen wang 13 multiplication algorithm 2 not quite the optimum i know blocks with not more than eight non zero coefficients use a non separated direct multiply accumulate 2d idct sounds great doesn t it which turned out to be faster than a fast algorithm in this quite common case dithering is pretty standard main difference to the berkeley decoder except for the fewer number of supported algorithms is the use of 256 instead of 128 colors the default option to use a restricted color space and the implementation of a color saturation dominant ordered dither this leads to a significantly superior quality of the dithered image i claim judge yourself restricted color space means that the u and v components are clipped to 0 25 instead of 0 5 and the display color space points are distributed over this restricted space since the distance between color space points is thus reduced by a factor of two the color resolution is doubled at the expense of not being able to represent fully saturated colors saturation dominant ordered dither is a method by which a color lying somewhere between the points of the display color space is approximated by primarily alternating between two points of constant hue instead of constant saturation this yields subjectivly better quality due to the lower sensitivity of the human viewing system to saturation changes than to hue changes the same reasoning as used by the pal tv standard to improve on ntsc the improvement is particularly visible in dark brown or redish areas
hi all does anyone know where i can get the cheapest price for the teleport gold fax modem by global village any answer will be highly appreciated thanks in advance regards,hi all does anyone know where i can get the cheapest price for the teleport gold fax modem by global village any answer will be highly appreciated thanks in advance regards
i too would like a 3d graphics library how much do c libraries cost anyway can you get the tools used by say renderman and can you get them at a reasonable cost sorry that i don t have any answers just questions,i too would like a 3d graphics library how much do c libraries cost anyway can you get the tools used by say renderman and can you get them at a reasonable cost sorry that i don t have any answers just questions
stuff deleted the value of these workshops aside you ought to be able to buy full copies of all this software through your campus bookstore or software distributor at these rates i m not aware that the educational version of word or excel is doped down in any way,stuff deleted the value of these workshops aside you ought to be able to buy full copies of all this software through your campus bookstore or software distributor at these rates i m not aware that the educational version of word or excel is doped down in any way
,
make sure you use the small fonts driver not the large fonts driver check that in your setup that s the only explanation i would find hope this helps,make sure you use the small fonts driver not the large fonts driver check that in your setup that s the only explanation i would find hope this helps
