tfidf_vector,class_name
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.05023296 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.01937335 0.         0.        ],misc.forsale
[0.         0.         0.         ... 0.07367188 0.         0.        ],comp.graphics
[0.        0.        0.        ... 0.0507141 0.        0.       ],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.0633934  0.06338591 0.        ],sci.med
[0.         0.         0.         ... 0.08031603 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.04170433 0.         0.        ],rec.motorcycles
[0.         0.         0.         ... 0.07327698 0.07326833 0.        ],sci.space
[0.19408327 0.         0.         ... 0.         0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.04894627 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.15280403 0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.         0.01293282 ... 0.09386754 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.08293412 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.08737725 0.         ... 0.01527319 0.         0.        ],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.16400272 ... 0.         0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.         0.         0.         ... 0.05197219 0.         0.        ],comp.graphics
[0.         0.         0.         ... 0.04057216 0.         0.        ],rec.sport.hockey
[0.         0.         0.         ... 0.10462648 0.         0.        ],rec.autos
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.06911052 0.         0.        ],sci.med
[0.13517229 0.         0.         ... 0.         0.         0.        ],comp.sys.ibm.pc.hardware
[0.         0.02052209 0.         ... 0.05380767 0.         0.        ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.         0.         0.         ... 0.02451207 0.04901835 0.        ],alt.atheism
[0.         0.         0.         ... 0.14761111 0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.09428391 0.         0.        ],rec.autos
[0.        0.0824113 0.        ... 0.        0.        0.       ],sci.med
[0.         0.         0.         ... 0.03761464 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.21385366 0.         0.         ... 0.         0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.08651426 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.02275423 0.         0.01345957 ... 0.06716242 0.         0.02354805],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.05573726 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.        0.        0.        ... 0.1266407 0.        0.       ],rec.autos
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0.00693381 0.         0.01640594 ... 0.00372112 0.         0.10524372],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.01763724 0.         0.        ],comp.graphics
[0.         0.         0.         ... 0.05259604 0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.         0.06972438 0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.        0.        0.        ... 0.0653173 0.        0.       ],comp.sys.ibm.pc.hardware
[0.06082217 0.06224591 0.         ... 0.         0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.07608234 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.11721444 0.         0.         ... 0.         0.         0.        ],talk.politics.misc
[0.         0.         0.         ... 0.04309567 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.03536359 0.         0.         ... 0.01897832 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.         0.         0.         ... 0.05803283 0.         0.        ],rec.motorcycles
[0.         0.         0.         ... 0.03149599 0.06298455 0.        ],rec.sport.hockey
[0.         0.         0.         ... 0.02874563 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.02156268 0.         0.0255095  ... 0.12729079 0.         0.05950649],sci.med
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.72423178 0.         0.         ... 0.         0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.        0.        0.        ... 0.0591847 0.        0.       ],sci.med
[0.         0.         0.         ... 0.04016531 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.03970404 0.         0.        ],talk.politics.misc
[0.         0.         0.         ... 0.03464905 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.        0.        0.        ... 0.1435171 0.        0.       ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.        0.        0.        ... 0.0752702 0.        0.       ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.18795968 0.         0.         ... 0.         0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.07605107 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.02847427 0.         0.        ],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.07327029 0.14652328 0.        ],soc.religion.christian
[0.         0.         0.         ... 0.11632111 0.         0.        ],comp.sys.mac.hardware
[0.         0.         0.         ... 0.07117768 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.06559394 0.         ... 0.         0.         0.        ],comp.os.ms-windows.misc
[0.07815331 0.         0.         ... 0.         0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.12492393 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.03050228 0.         0.        ],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.23773611 0.         0.         ... 0.04252805 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.         0.         0.         ... 0.02664977 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.05481965 0.         0.        ],rec.autos
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.         0.         ... 0.05930281 0.         0.        ],sci.med
[0.        0.        0.        ... 0.0320067 0.        0.       ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.         0.         0.         ... 0.12983977 0.         0.        ],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.08761109 0.         ... 0.         0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.05016623 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.08710074 0.08709046 0.        ],misc.forsale
[0.         0.         0.         ... 0.06994188 0.         0.        ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.         0.         ... 0.03248972 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.01264152 0.02528006 0.        ],talk.politics.guns
[0.         0.         0.         ... 0.04645966 0.         0.        ],comp.sys.mac.hardware
[0.         0.         0.         ... 0.03464533 0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.05735162 0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.03688196 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.12835087 0.         ... 0.         0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.04254064 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.06327479 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.07989589 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.         0.         0.         ... 0.21251155 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.         0.06875568 0.        ],talk.politics.guns
[0.         0.         0.         ... 0.06709572 0.13417559 0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.10746857 0.         0.         ... 0.         0.11533516 0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.         0.         0.         ... 0.02912908 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.12027913 0.         ... 0.         0.         0.        ],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.05046667 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.        0.        0.        ... 0.0362395 0.        0.       ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.0344788  0.         0.         ... 0.03700698 0.         0.        ],comp.graphics
[0.         0.         0.         ... 0.18229118 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.02693678 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.07559252 0.         ... 0.0396398  0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.10075014 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.03164552 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.03484048 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.07478361 0.         0.         ... 0.         0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.06073454 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.01545643 0.         0.        ],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.         0.         0.         ... 0.10535949 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.        0.        0.        ... 0.0299949 0.        0.       ],soc.religion.christian
[0.         0.         0.         ... 0.05224308 0.         0.        ],talk.politics.guns
[0.         0.         0.         ... 0.07925713 0.         0.        ],rec.autos
[0.         0.         0.         ... 0.09321685 0.         0.        ],talk.politics.mideast
[0.06637454 0.         0.         ... 0.07124149 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.05622822 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.        0.        0.        ... 0.0338336 0.        0.       ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.         0.06042126 0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.04943068 0.         ... 0.         0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.         0.         0.         ... 0.06611205 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.02870664 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.         0.         0.         ... 0.12321549 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.05840495 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.         0.         ... 0.04459866 0.         0.        ],soc.religion.christian
[0.         0.         0.         ... 0.06850636 0.         0.        ],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.02843323 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.04128174 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.15650952 0.         ... 0.         0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.         0.         ... 0.15260274 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.        0.        0.        ... 0.0687483 0.        0.       ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.05461038 0.         0.        ],sci.med
[0.         0.         0.         ... 0.03738558 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.         0.08216792 ... 0.03727388 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.01136404 ... 0.02062031 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.05820374 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.04840233 0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0.         0.         0.         ... 0.06675293 0.13349011 0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.04687823 0.         0.        ],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.10167449 0.         0.        ],talk.religion.misc
[0.         0.         0.         ... 0.11429977 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.04952321 0.         ... 0.01298468 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.         0.         0.         ... 0.11301663 0.02054605 0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.02183845 0.04367174 0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.14600599 ... 0.         0.         0.        ],sci.electronics
[0.         0.         0.         ... 0.02568995 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.        0.        0.        ... 0.0436899 0.        0.       ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.03415108 0.03495049 0.         ... 0.07331046 0.         0.        ],rec.autos
[0.         0.         0.         ... 0.01763758 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.         0.         ... 0.04255339 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.         0.         ... 0.02013082 0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.04134152 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.11427554 0.         ... 0.         0.         0.        ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.04886249 0.         0.        ],rec.sport.hockey
[0.         0.         0.         ... 0.02482417 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.        0.        0.        ... 0.2235737 0.        0.       ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.03761609 0.         ... 0.01972542 0.         0.        ],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.07227207 0.         0.        ],sci.crypt
[0.         0.         0.         ... 0.07568282 0.15134778 0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.05918923 0.         ... 0.         0.         0.        ],talk.politics.guns
[0.        0.        0.        ... 0.0415032 0.        0.       ],soc.religion.christian
[0.         0.         0.         ... 0.04346637 0.         0.        ],talk.politics.misc
[0.         0.         0.         ... 0.08078496 0.         0.        ],talk.politics.misc
[0.         0.         0.         ... 0.11281303 0.         0.        ],rec.sport.baseball
[0.         0.         0.         ... 0.03427128 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.06198124 0.         0.        ],talk.politics.mideast
